,idx
DDX23,4719
DDX24,4720
DDX25,4721
DDX27,4722
DDX28,4723
DDX31,4724
DDX39A,4725
DDX39B,4726
DDX39B-AS1,4727
DDX41,4728
DDX42,4729
DDX43,4730
DDX46,4731
DDX47,4732
DDX49,4733
DDX50,4734
DDX51,4735
DDX52,4736
DDX53,4737
DDX54,4738
DDX55,4739
DDX56,4740
DDX59,4741
DDX59-AS1,4742
DDX60,4743
DDX60L,4744
DEAF1,4745
DECR1,4746
DECR2,4747
DEDD,4748
DEDD2,4749
DEF6,4750
DEF8,4751
DEFA1,4752
DEFA1B,4753
DEFA3,4754
DEFA4,4755
DEFA5,4756
DEFA6,4757
DEFB1,4758
DEFB4A,4759
DEFB4B,4760
DEFB103A,4761
DEFB103B,4762
DEFB104A,4763
DEFB104B,4764
DEFB105A,4765
DEFB105B,4766
DEFB106A,4767
DEFB106B,4768
DEFB107A,4769
DEFB107B,4770
DEFB108B,4771
DEFB109B,4772
DEFB110,4773
DEFB112,4774
DEFB113,4775
DEFB114,4776
DEFB115,4777
DEFB116,4778
DEFB118,4779
DEFB119,4780
DEFB121,4781
DEFB123,4782
DEFB124,4783
DEFB125,4784
DEFB126,4785
DEFB127,4786
DEFB128,4787
DEFB129,4788
DEFB130A,4789
DEFB130B,4790
DEFB131A,4791
DEFB131B,4792
DEFB132,4793
DEFB134,4794
DEFB135,4795
DEFB136,4796
DEGS1,4797
DEGS2,4798
DEK,4799
DELE1,4800
DELEC1,4801
DENND1A,4802
DENND1B,4803
DENND1C,4804
DENND2A,4805
DENND2B,4806
DENND2B-AS1,4807
DENND2C,4808
DENND2D,4809
DENND3,4810
DENND3-AS1,4811
DENND4A,4812
DENND4B,4813
DENND4C,4814
DENND5A,4815
DENND5B,4816
DENND5B-AS1,4817
DENND6A,4818
DENND6A-AS1,4819
DENND6A-DT,4820
DENND6B,4821
DENND10,4822
DENND11,4823
DENR,4824
DEPDC1,4825
DEPDC1-AS1,4826
DEPDC1B,4827
DEPDC4,4828
DEPDC5,4829
DEPDC7,4830
DEPP1,4831
DEPTOR,4832
DEPTOR-AS1,4833
DERA,4834
DERL1,4835
DERL2,4836
DERL3,4837
DERPC,4838
DES,4839
DESI1,4840
DESI2,4841
DET1,4842
DEUP1,4843
DEXI,4844
DFFA,4845
DFFB,4846
DGAT1,4847
DGAT2,4848
DGAT2-DT,4849
DGAT2L6,4850
DGCR2,4851
DGCR5,4852
DGCR6,4853
DGCR6L,4854
DGCR8,4855
DGCR11,4856
DGKA,4857
DGKB,4858
DGKD,4859
DGKE,4860
DGKG,4861
DGKH,4862
DGKI,4863
DGKK,4864
DGKQ,4865
DGKZ,4866
DGLUCY,4867
DGUOK,4868
DGUOK-AS1,4869
DHCR7,4870
DHCR24,4871
DHCR24-DT,4872
DHDDS,4873
DHDDS-AS1,4874
DHDH,4875
DHFR,4876
DHFR2,4877
DHH,4878
DHODH,4879
DHPS,4880
DHRS1,4881
DHRS2,4882
DHRS3,4883
DHRS4,4884
DHRS4-AS1,4885
DHRS4L2,4886
DHRS7,4887
DHRS7B,4888
DHRS7C,4889
DHRS9,4890
DHRS11,4891
DHRS12,4892
DHRS13,4893
DHRSX,4894
DHRSX-IT1,4895
DHTKD1,4896
DHX8,4897
DHX9,4898
DHX9-AS1,4899
DHX15,4900
DHX16,4901
DHX29,4902
DHX30,4903
DHX32,4904
DHX33,4905
DHX33-DT,4906
DHX34,4907
DHX35,4908
DHX35-DT,4909
DHX36,4910
DHX37,4911
DHX38,4912
DHX40,4913
DHX57,4914
DHX58,4915
DIABLO,4916
DIAPH1,4917
DIAPH1-AS1,4918
DIAPH2,4919
DIAPH2-AS1,4920
DIAPH3,4921
DIAPH3-AS1,4922
DIAPH3-AS2,4923
DICER1,4924
DICER1-AS1,4925
DIDO1,4926
DIMT1,4927
DINOL,4928
DIO1,4929
DIO2,4930
DIO2-AS1,4931
DIO3,4932
DIO3OS,4933
DIP2A,4934
DIP2A-IT1,4935
DIP2B,4936
DIP2C,4937
DIP2C-AS1,4938
DIPK1A,4939
DIPK1B,4940
DIPK1C,4941
DIPK2A,4942
DIPK2B,4943
DIRAS1,4944
DIRAS2,4945
DIRAS3,4946
DIRC1,4947
DIRC3,4948
DIRC3-AS1,4949
DIS3,4950
DIS3L,4951
DIS3L-AS1,4952
DIS3L2,4953
DISC1,4954
DISC1-IT1,4955
DISC1FP1,4956
DISC2,4957
DISP1,4958
DISP2,4959
DISP3,4960
DIXDC1,4961
DKC1,4962
DKK1,4963
DKK2,4964
DKK3,4965
DKK4,4966
DKKL1,4967
DLAT,4968
DLC1,4969
DLD,4970
DLEC1,4971
DLEU1,4972
DLEU1-AS1,4973
DLEU2,4974
DLEU2L,4975
DLEU7,4976
DLEU7-AS1,4977
DLG1,4978
DLG1-AS1,4979
DLG2,4980
DLG2-AS2,4981
DLG3,4982
DLG3-AS1,4983
DLG4,4984
DLG5,4985
DLG5-AS1,4986
DLGAP1,4987
DLGAP1-AS1,4988
DLGAP1-AS2,4989
DLGAP1-AS3,4990
DLGAP1-AS4,4991
DLGAP1-AS5,4992
DLGAP2,4993
DLGAP2-AS1,4994
DLGAP3,4995
DLGAP4,4996
DLGAP4-AS1,4997
DLGAP5,4998
DLK1,4999
DLK2,5000
DLL1,5001
DLL3,5002
DLL4,5003
DLST,5004
DLX1,5005
DLX2,5006
DLX2-DT,5007
DLX3,5008
DLX4,5009
DLX5,5010
DLX6,5011
DLX6-AS1,5012
DLX6-AS2,5013
DM1-AS,5014
DMAC1,5015
DMAC2,5016
DMAC2L,5017
DMAP1,5018
DMBT1,5019
DMBX1,5020
DMC1,5021
DMD,5022
DMD-AS3,5023
DMGDH,5024
DMKN,5025
DMP1,5026
DMPK,5027
DMRT1,5028
DMRT2,5029
DMRT3,5030
DMRTA1,5031
DMRTA2,5032
DMRTB1,5033
DMRTC1,5034
DMRTC1B,5035
DMRTC2,5036
DMTF1,5037
DMTF1-AS1,5038
DMTN,5039
DMWD,5040
DMXL1,5041
DMXL1-DT,5042
DMXL2,5043
DNA2,5044
DNAAF1,5045
DNAAF2,5046
DNAAF3,5047
DNAAF3-AS1,5048
DNAAF4,5049
DNAAF4-CCPG1,5050
DNAAF5,5051
DNAAF6,5052
DNAAF8,5053
DNAAF9,5054
DNAAF10,5055
DNAAF11,5056
DNAH1,5057
DNAH2,5058
DNAH3,5059
DNAH5,5060
DNAH6,5061
DNAH7,5062
DNAH8,5063
DNAH8-AS1,5064
DNAH9,5065
DNAH10,5066
DNAH10OS,5067
DNAH11,5068
DNAH12,5069
DNAH14,5070
DNAH17,5071
DNAH17-AS1,5072
DNAI1,5073
DNAI2,5074
DNAI3,5075
DNAI4,5076
DNAI7,5077
DNAJA1,5078
DNAJA2,5079
DNAJA2-DT,5080
DNAJA3,5081
DNAJA4,5082
DNAJA4-DT,5083
DNAJB1,5084
DNAJB2,5085
DNAJB4,5086
DNAJB5,5087
DNAJB5-DT,5088
DNAJB6,5089
DNAJB7,5090
DNAJB8,5091
DNAJB8-AS1,5092
DNAJB9,5093
DNAJB11,5094
DNAJB12,5095
DNAJB13,5096
DNAJB14,5097
DNAJC1,5098
DNAJC2,5099
DNAJC3,5100
DNAJC3-DT,5101
DNAJC4,5102
DNAJC5,5103
DNAJC5B,5104
DNAJC5G,5105
DNAJC6,5106
DNAJC7,5107
DNAJC8,5108
DNAJC9,5109
DNAJC9-AS1,5110
DNAJC10,5111
DNAJC11,5112
DNAJC12,5113
DNAJC13,5114
DNAJC14,5115
DNAJC15,5116
DNAJC16,5117
DNAJC17,5118
DNAJC18,5119
DNAJC19,5120
DNAJC21,5121
DNAJC22,5122
DNAJC24,5123
DNAJC25,5124
DNAJC25-GNG10,5125
DNAJC27,5126
DNAJC27-AS1,5127
DNAJC28,5128
DNAJC30,5129
DNAL1,5130
DNAL4,5131
DNALI1,5132
DNASE1,5133
DNASE1L1,5134
DNASE1L2,5135
DNASE1L3,5136
DNASE2,5137
DNASE2B,5138
DND1,5139
DNER,5140
DNHD1,5141
DNLZ,5142
DNM1,5143
DNM1L,5144
DNM2,5145
DNM3,5146
DNM3-IT1,5147
DNM3OS,5148
DNMBP,5149
DNMBP-AS1,5150
DNMT1,5151
DNMT3A,5152
DNMT3B,5153
DNMT3L,5154
DNMT3L-AS1,5155
DNPEP,5156
DNPEP-AS1,5157
DNPH1,5158
DNTT,5159
DNTTIP1,5160
DNTTIP2,5161
DOC2A,5162
DOC2B,5163
DOCK1,5164
DOCK2,5165
DOCK3,5166
DOCK4,5167
DOCK4-AS1,5168
DOCK5,5169
DOCK6,5170
DOCK6-AS1,5171
DOCK7,5172
DOCK7-DT,5173
DOCK8,5174
DOCK8-AS1,5175
DOCK8-AS2,5176
DOCK9,5177
DOCK9-AS1,5178
DOCK9-DT,5179
DOCK10,5180
DOCK11,5181
DOHH,5182
DOK1,5183
DOK2,5184
DOK3,5185
DOK4,5186
DOK5,5187
DOK6,5188
DOK7,5189
DOLK,5190
DOLPP1,5191
DONSON,5192
DOP1A,5193
DOP1B,5194
DOT1L,5195
DPAGT1,5196
DPCD,5197
DPEP1,5198
DPEP2,5199
DPEP2NB,5200
DPEP3,5201
DPF1,5202
DPF2,5203
DPF3,5204
DPH1,5205
DPH1-AS1,5206
DPH2,5207
DPH3,5208
DPH5,5209
DPH5-DT,5210
DPH6,5211
DPH6-DT,5212
DPH7,5213
DPM1,5214
DPM2,5215
DPM3,5216
DPP3,5217
DPP3-DT,5218
DPP4,5219
DPP4-DT,5220
DPP6,5221
DPP7,5222
DPP8,5223
DPP9,5224
DPP9-AS1,5225
DPP10,5226
DPP10-AS1,5227
DPP10-AS2,5228
DPP10-AS3,5229
DPPA2,5230
DPPA3,5231
DPPA4,5232
DPPA5,5233
DPRX,5234
DPT,5235
DPY19L1,5236
DPY19L2,5237
DPY19L3,5238
DPY19L3-DT,5239
DPY19L4,5240
DPY30,5241
DPYD,5242
DPYD-AS1,5243
DPYD-AS2,5244
DPYD-IT1,5245
DPYS,5246
DPYSL2,5247
DPYSL3,5248
DPYSL4,5249
DPYSL5,5250
DQX1,5251
DR1,5252
DRAIC,5253
DRAM1,5254
DRAM2,5255
DRAP1,5256
DRAXIN,5257
DRC1,5258
DRC3,5259
DRC7,5260
DRD1,5261
DRD2,5262
DRD3,5263
DRD4,5264
DRD5,5265
DRG1,5266
DRG2,5267
DRGX,5268
DRICH1,5269
DROSHA,5270
DRP2,5271
DSC1,5272
DSC2,5273
DSC3,5274
DSCAM,5275
DSCAM-AS1,5276
DSCAM-IT1,5277
DSCAML1,5278
DSCAS,5279
DSCC1,5280
DSCR4,5281
DSCR4-IT1,5282
DSCR8,5283
DSCR9,5284
DSCR10,5285
DSE,5286
DSEL,5287
DSEL-AS1,5288
DSG1,5289
DSG1-AS1,5290
DSG2,5291
DSG2-AS1,5292
DSG3,5293
DSG4,5294
DSN1,5295
DSP,5296
DSP-AS1,5297
DSPP,5298
DST,5299
DST-AS1,5300
DSTN,5301
DSTYK,5302
DTD1,5303
DTD1-AS1,5304
DTD2,5305
DTHD1,5306
DTL,5307
DTNA,5308
DTNB,5309
DTNB-AS1,5310
DTNBP1,5311
DTWD1,5312
DTWD2,5313
DTX1,5314
DTX2,5315
DTX2P1-UPK3BP1-PMS2P11,5316
DTX3,5317
DTX3L,5318
DTX4,5319
DTYMK,5320
DUBR,5321
DUOX1,5322
DUOX2,5323
DUOXA1,5324
DUOXA2,5325
DUS1L,5326
DUS2,5327
DUS3L,5328
DUS4L,5329
DUS4L-BCAP29,5330
DUSP1,5331
DUSP2,5332
DUSP3,5333
DUSP4,5334
DUSP5,5335
DUSP5-DT,5336
DUSP6,5337
DUSP7,5338
DUSP8,5339
DUSP9,5340
DUSP10,5341
DUSP11,5342
DUSP12,5343
DUSP13,5344
DUSP13B,5344
DUSP14,5345
DUSP15,5346
DUSP16,5347
DUSP18,5348
DUSP19,5349
DUSP21,5350
DUSP22,5351
DUSP23,5352
DUSP26,5353
DUSP28,5354
DUSP29,5355
DUT,5356
DUT-AS1,5357
DUX4,5358
DUXA,5359
DUXB,5360
DVL1,5361
DVL2,5362
DVL3,5363
DXO,5364
DYDC1,5365
DYDC2,5366
DYM,5367
DYM-AS1,5368
DYNAP,5369
DYNC1H1,5370
DYNC1I1,5371
DYNC1I2,5372
DYNC1LI1,5373
DYNC1LI2,5374
DYNC1LI2-DT,5375
DYNC2H1,5376
DYNC2I1,5377
DYNC2I2,5378
DYNC2LI1,5379
DYNLL1,5380
DYNLL2,5381
DYNLL2-DT,5382
DYNLRB1,5383
DYNLRB2,5384
DYNLRB2-AS1,5385
DYNLT1,5386
DYNLT2,5387
DYNLT2B,5388
DYNLT3,5389
DYNLT4,5390
DYNLT5,5391
DYRK1A,5392
DYRK1B,5393
DYRK2,5394
DYRK3,5395
DYRK3-AS1,5396
DYRK4,5397
DYSF,5398
DYTN,5399
DZANK1,5400
DZIP1,5401
DZIP1L,5402
DZIP3,5403
E2F1,5404
E2F2,5405
E2F3,5406
E2F3-IT1,5407
E2F4,5408
E2F5,5409
E2F5-DT,5410
E2F6,5411
E2F7,5412
E2F8,5413
E4F1,5414
EAF1,5415
EAF1-AS1,5416
EAF2,5417
EAPP,5418
EARS2,5419
EBAG9,5420
EBF1,5421
EBF2,5422
EBF3,5423
EBF4,5424
EBI3,5425
EBLN1,5426
EBLN2,5427
EBNA1BP2,5428
EBP,5429
EBPL,5430
ECD,5431
ECE1,5432
ECE1-AS1,5433
ECE2,5434
ECEL1,5435
ECH1,5436
ECHDC1,5437
ECHDC2,5438
ECHDC3,5439
ECHS1,5440
ECI1,5441
ECI1-AS1,5442
ECI2,5443
ECI2-DT,5444
ECM1,5445
ECM2,5446
ECPAS,5447
ECRG4,5448
ECSCR,5449
ECSIT,5450
ECT2,5451
ECT2L,5452
EDA,5453
EDA2R,5454
EDAR,5455
EDARADD,5456
EDC3,5457
EDC4,5458
EDDM3A,5459
EDDM3B,5460
EDDM13,5461
EDEM1,5462
EDEM2,5463
EDEM3,5464
EDF1,5465
EDIL3,5466
EDIL3-DT,5467
EDN1,5468
EDN2,5469
EDN3,5470
EDNRA,5471
EDNRB,5472
EDNRB-AS1,5473
EDRF1,5474
EDRF1-AS1,5475
EDRF1-DT,5476
EEA1,5477
EED,5478
EEF1A1,5479
EEF1A1-AS1,5480
EEF1A2,5481
EEF1AKMT1,5482
EEF1AKMT2,5483
EEF1AKMT3,5484
EEF1AKMT4,5485
EEF1AKMT4-ECE2,5486
EEF1B2,5487
EEF1D,5488
EEF1E1,5489
EEF1E1-BLOC1S5,5490
EEF1G,5491
EEF2,5492
EEF2K,5493
EEF2KMT,5494
EEFSEC,5495
EEIG1,5496
EEIG2,5497
EEPD1,5498
EFCAB2,5499
EFCAB3,5500
EFCAB5,5501
EFCAB6,5502
EFCAB6-AS1,5503
EFCAB6-DT,5504
EFCAB7,5505
EFCAB8,5506
EFCAB9,5507
EFCAB10,5508
EFCAB11,5509
EFCAB12,5510
EFCAB13,5511
EFCAB13-DT,5512
EFCAB14,5513
EFCAB14-AS1,5514
EFCC1,5515
EFEMP1,5516
EFEMP2,5517
EFHB,5518
EFHC1,5519
EFHC2,5520
EFHD1,5521
EFHD2,5522
EFHD2-AS1,5523
EFL1,5524
EFNA1,5525
EFNA2,5526
EFNA3,5527
EFNA4,5528
EFNA5,5529
EFNB1,5530
EFNB2,5531
EFNB3,5532
EFR3A,5533
EFR3B,5534
EFS,5535
EFTUD2,5536
EGF,5537
EGFL6,5538
EGFL7,5539
EGFL8,5540
EGFLAM,5541
EGFLAM-AS1,5542
EGFLAM-AS2,5543
EGFLAM-AS3,5544
EGFLAM-AS4,5545
EGFR,5546
EGFR-AS1,5547
EGILA,5548
EGLN1,5549
EGLN2,5550
EGLN3,5551
EGLN3-AS1,5552
EGOT,5553
EGR1,5554
EGR2,5555
EGR3,5556
EGR4,5557
EHBP1,5558
EHBP1-AS1,5559
EHBP1L1,5560
EHD1,5561
EHD2,5562
EHD3,5563
EHD4,5564
EHD4-AS1,5565
EHF,5566
EHHADH,5567
EHHADH-AS1,5568
EHMT1,5569
EHMT2,5570
EHMT2-AS1,5571
EI24,5572
EID1,5573
EID2,5574
EID2B,5575
EID3,5576
EIF1,5577
EIF1AD,5578
EIF1AX,5579
EIF1AX-AS1,5580
EIF1AY,5581
EIF1B,5582
EIF1B-AS1,5583
EIF2A,5584
EIF2AK1,5585
EIF2AK2,5586
EIF2AK3,5587
EIF2AK3-DT,5588
EIF2AK4,5589
EIF2B1,5590
EIF2B2,5591
EIF2B3,5592
EIF2B4,5593
EIF2B5,5594
EIF2B5-DT,5595
EIF2D,5596
EIF2S1,5597
EIF2S2,5598
EIF2S3,5599
EIF2S3B,5600
EIF3A,5601
EIF3B,5602
EIF3C,5603
EIF3CL,5604
EIF3D,5605
EIF3E,5606
EIF3F,5607
EIF3G,5608
EIF3H,5609
EIF3I,5610
EIF3J,5611
EIF3J-DT,5612
EIF3K,5613
EIF3L,5614
EIF3M,5615
EIF4A1,5616
EIF4A2,5617
EIF4A3,5618
EIF4B,5619
EIF4E,5620
EIF4E1B,5621
EIF4E2,5622
EIF4E3,5623
EIF4EBP1,5624
EIF4EBP2,5625
EIF4EBP3,5626
EIF4ENIF1,5627
EIF4G1,5628
EIF4G2,5629
EIF4G3,5630
EIF4H,5631
EIF5,5632
EIF5-DT,5633
EIF5A,5634
EIF5A2,5635
EIF5AL1,5636
EIF5B,5637
EIF6,5638
EIPR1,5639
EIPR1-IT1,5640
ELAC1,5641
ELAC2,5642
ELANE,5643
ELAPOR1,5644
ELAPOR2,5645
ELAVL1,5646
ELAVL2,5647
ELAVL3,5648
ELAVL4,5649
ELAVL4-AS1,5650
ELDR,5651
ELF1,5652
ELF2,5653
ELF3,5654
ELF3-AS1,5655
ELF4,5656
ELF5,5657
ELFN1,5658
ELFN1-AS1,5659
ELFN2,5660
ELK1,5661
ELK3,5662
ELK4,5663
ELL,5664
ELL2,5665
ELL3,5666
ELMO1,5667
ELMO1-AS1,5668
ELMO2,5669
ELMO3,5670
ELMOD1,5671
ELMOD2,5672
ELMOD3,5673
ELN,5674
ELN-AS1,5675
ELOA,5676
ELOA-AS1,5677
ELOA2,5678
ELOB,5679
ELOC,5680
ELOF1,5681
ELOVL1,5682
ELOVL2,5683
ELOVL2-AS1,5684
ELOVL3,5685
ELOVL4,5686
ELOVL5,5687
ELOVL6,5688
ELOVL7,5689
ELP1,5690
ELP2,5691
ELP3,5692
ELP4,5693
ELP5,5694
ELP6,5695
ELSPBP1,5696
EMB,5697
EMC1,5698
EMC1-AS1,5699
EMC2,5700
EMC3,5701
EMC3-AS1,5702
EMC4,5703
EMC6,5704
EMC7,5705
EMC8,5706
EMC9,5707
EMC10,5708
EMCN,5709
EMD,5710
EME1,5711
EME2,5712
EMG1,5713
EMID1,5714
EMILIN1,5715
EMILIN2,5716
EMILIN3,5717
EML1,5718
EML2,5719
EML2-AS1,5720
EML3,5721
EML4,5722
EML4-AS1,5723
EML5,5724
EML6,5725
EML6-AS1,5726
EMP1,5727
EMP2,5728
EMP3,5729
EMSLR,5730
EMSY,5731
EMSY-DT,5732
EMX1,5733
EMX2,5734
EMX2OS,5735
EN1,5736
EN2,5737
ENAH,5738
ENAM,5739
ENC1,5740
ENDOD1,5741
ENDOG,5742
ENDOU,5743
ENDOV,5744
ENG,5745
ENGASE,5746
ENHO,5747
ENKD1,5748
ENKUR,5749
ENO1,5750
ENO1-AS1,5751
ENO2,5752
ENO3,5753
ENO4,5754
ENOPH1,5755
ENOSF1,5756
ENOX1,5757
ENOX1-AS1,5758
ENOX1-AS2,5759
ENOX2,5760
ENPEP,5761
ENPP1,5762
ENPP2,5763
ENPP3,5764
ENPP4,5765
ENPP5,5766
ENPP6,5767
ENPP7,5768
ENSA,5769
ENTHD1,5770
ENTPD1,5771
ENTPD1-AS1,5772
ENTPD2,5773
ENTPD3,5774
ENTPD3-AS1,5775
ENTPD4,5776
ENTPD4-DT,5777
ENTPD5,5778
ENTPD6,5779
ENTPD7,5780
ENTPD8,5781
ENTR1,5782
ENTREP1,5783
ENTREP2,5784
ENTREP3,5785
ENY2,5786
EOGT,5787
EOGT-DT,5788
EOLA1,5789
EOLA1-DT,5790
EOLA2,5791
EOLA2-DT,5792
EOMES,5793
EP300,5794
EP300-AS1,5795
EP400,5796
EPAS1,5797
EPB41,5798
EPB41L1,5799
EPB41L1-AS1,5800
EPB41L2,5801
EPB41L3,5802
EPB41L4A,5803
EPB41L4A-AS1,5804
EPB41L4A-DT,5805
EPB41L4B,5806
EPB41L5,5807
EPB42,5808
EPC1,5809
EPC1-AS1,5810
EPC2,5811
EPCAM,5812
EPCAM-DT,5813
EPDR1,5814
EPG5,5815
EPGN,5816
EPHA1,5817
EPHA1-AS1,5818
EPHA2,5819
EPHA2-AS1,5820
EPHA3,5821
EPHA4,5822
EPHA5,5823
EPHA5-AS1,5824
EPHA6,5825
EPHA7,5826
EPHA8,5827
EPHA10,5828
EPHB1,5829
EPHB2,5830
EPHB3,5831
EPHB4,5832
EPHB6,5833
EPHX1,5834
EPHX2,5835
EPHX3,5836
EPHX4,5837
EPIC1,5838
EPIST,5839
EPM2A,5840
EPM2A-DT,5841
EPM2AIP1,5842
EPN1,5843
EPN2,5844
EPN2-AS1,5845
EPN2-IT1,5846
EPN3,5847
EPO,5848
EPOP,5849
EPOR,5850
EPPIN,5851
EPPIN-WFDC6,5852
EPPK1,5853
EPRS1,5854
EPS8,5855
EPS8L1,5856
EPS8L2,5857
EPS8L3,5858
EPS15,5859
EPS15-AS1,5860
EPS15L1,5861
EPSTI1,5862
EPX,5863
EPYC,5864
EQTN,5865
ERAL1,5866
ERAP1,5867
ERAP2,5868
ERAS,5869
ERBB2,5870
ERBB3,5871
ERBB4,5872
ERBIN,5873
ERBIN-DT,5874
ERC1,5875
ERC2,5876
ERC2-IT1,5877
ERCC1,5878
ERCC2,5879
ERCC3,5880
ERCC4,5881
ERCC5,5882
ERCC6,5883
ERCC6L,5884
ERCC6L2,5885
ERCC6L2-AS1,5886
ERCC8,5887
ERCC8-AS1,5888
EREG,5889
ERF,5890
ERFE,5891
ERFL,5892
ERG,5893
ERG28,5894
ERGIC1,5895
ERGIC2,5896
ERGIC3,5897
ERH,5898
ERI1,5899
ERI2,5900
ERI3,5901
ERI3-IT1,5902
ERICD,5903
ERICH1,5904
ERICH2,5905
ERICH2-DT,5906
ERICH3,5907
ERICH3-AS1,5908
ERICH4,5909
ERICH5,5910
ERICH6,5911
ERICH6-AS1,5912
ERICH6B,5913
ERLEC1,5914
ERLIN1,5915
ERLIN2,5916
ERLNC1,5917
ERMAP,5918
ERMARD,5919
ERMN,5920
ERMP1,5921
ERN1,5922
ERN2,5923
ERO1A,5924
ERO1B,5925
ERP27,5926
ERP29,5927
ERP44,5928
ERRFI1,5929
ERRFI1-DT,5930
ERV3-1,5931
ERVFRD-1,5932
ERVMER34-1,5933
ERVV-1,5934
ERVV-2,5935
ERVW-1,5936
ESAM,5937
ESAM-AS1,5938
ESCO1,5939
ESCO2,5940
ESD,5941
ESF1,5942
ESM1,5943
ESPL1,5944
ESPN,5945
ESPNL,5946
ESR1,5947
ESR2,5948
ESRG,5949
ESRP1,5950
ESRP2,5951
ESRRA,5952
ESRRB,5953
ESRRG,5954
ESS2,5955
ESX1,5956
ESYT1,5957
ESYT2,5958
ESYT3,5959
ETAA1,5960
ETDA,5961
ETDB,5962
ETDC,5963
ETF1,5964
ETFA,5965
ETFB,5966
ETFBKMT,5967
ETFDH,5968
ETFRF1,5969
ETHE1,5970
ETNK1,5971
ETNK1-DT,5972
ETNK2,5973
ETNPPL,5974
ETS1,5975
ETS1-AS1,5976
ETS2,5977
ETV1,5978
ETV2,5979
ETV3,5980
ETV3L,5981
ETV4,5982
ETV5,5983
ETV5-AS1,5984
ETV6,5985
ETV7,5986
ETV7-AS1,5987
EVA1A,5988
EVA1A-AS,5989
EVA1B,5990
EVA1C,5991
EVC,5992
EVC2,5993
EVI2A,5994
EVI2B,5995
EVI5,5996
EVI5L,5997
EVL,5998
EVPL,5999
EVPLL,6000
EVX1,6001
EVX1-AS,6002
EVX2,6003
EWSAT1,6004
EWSR1,6005
EXD1,6006
EXD2,6007
EXD3,6008
EXO1,6009
EXO5,6010
EXO5-DT,6011
EXOC1,6012
EXOC1L,6013
EXOC2,6014
EXOC3,6015
EXOC3-AS1,6016
EXOC3L1,6017
EXOC3L2,6018
EXOC3L4,6019
EXOC4,6020
EXOC5,6021
EXOC6,6022
EXOC6B,6023
EXOC7,6024
EXOC8,6025
EXOG,6026
EXOSC1,6027
EXOSC2,6028
EXOSC3,6029
EXOSC4,6030
EXOSC5,6031
EXOSC6,6032
EXOSC7,6033
EXOSC8,6034
EXOSC9,6035
EXOSC10,6036
EXOSC10-AS1,6037
EXPH5,6038
EXT1,6039
EXT2,6040
EXTL1,6041
EXTL2,6042
EXTL3,6043
EXTL3-AS1,6044
EYA1,6045
EYA2,6046
EYA3,6047
EYA4,6048
EYS,6049
EZH1,6050
EZH2,6051
EZHIP,6052
EZR,6053
EZR-AS1,6054
F2,6055
F2R,6056
F2RL1,6057
F2RL2,6058
F2RL3,6059
F3,6060
F5,6061
F7,6062
F8,6063
F8A1,6064
F8A2,6065
F8A3,6066
F9,6067
F10,6068
F10-AS1,6069
F11,6070
F11-AS1,6071
F11R,6072
F12,6073
F13A1,6074
F13B,6075
FA2H,6076
FAAH,6077
FAAH2,6078
FAAP20,6079
FAAP24,6080
FAAP100,6081
FABP1,6082
FABP2,6083
FABP3,6084
FABP4,6085
FABP5,6086
FABP6,6087
FABP6-AS1,6088
FABP7,6089
FABP9,6090
FABP12,6091
FADD,6092
FADS1,6093
FADS2,6094
FADS3,6095
FADS6,6096
FAF1,6097
FAF1-AS1,6098
FAF2,6099
FAH,6100
FAHD1,6101
FAHD2A,6102
FAHD2B,6103
FAIM,6104
FAIM2,6105
FALEC,6106
FAM3A,6107
FAM3B,6108
FAM3C,6109
FAM3D,6110
FAM3D-AS1,6111
FAM8A1,6112
FAM9A,6113
FAM9B,6114
FAM9C,6115
FAM13A,6116
FAM13A-AS1,6117
FAM13B,6118
FAM13B-AS1,6119
FAM13C,6120
FAM20A,6121
FAM20B,6122
FAM20C,6123
FAM24A,6124
FAM24B,6125
FAM25A,6126
FAM25C,6127
FAM25G,6128
FAM27B,6129
FAM27C,6130
FAM27D1,6131
FAM27E2,6132
FAM27E3,6133
FAM27E4,6134
FAM27E5,6135
FAM30A,6136
FAM30B,6137
FAM30C,6138
FAM32A,6139
FAM41AY1,6140
FAM41AY2,6141
FAM41C,6142
FAM43A,6143
FAM43B,6144
FAM47A,6145
FAM47B,6146
FAM47C,6147
FAM47E,6148
FAM47E-STBD1,6149
FAM50A,6150
FAM50B,6151
FAM53A,6152
FAM53B,6153
FAM53B-AS1,6154
FAM53C,6155
FAM66A,6156
FAM66B,6157
FAM66C,6158
FAM66D,6159
FAM66E,6160
FAM72A,6161
FAM72B,6162
FAM72C,6163
FAM72D,6164
FAM74A1,6165
FAM74A3,6166
FAM74A4,6167
FAM74A6,6168
FAM74A7,6169
FAM76A,6170
FAM76B,6171
FAM78A,6172
FAM78B,6173
FAM78B-AS1,6174
FAM81A,6175
FAM81B,6176
FAM83A,6177
FAM83A-AS1,6178
FAM83A-AS2,6179
FAM83B,6180
FAM83C,6181
FAM83C-AS1,6182
FAM83D,6183
FAM83E,6184
FAM83F,6185
FAM83G,6186
FAM83H,6187
FAM85A,6188
FAM85B,6189
FAM86B1,6190
FAM86B2,6191
FAM87A,6192
FAM87B,6193
FAM88B,6194
FAM88C,6195
FAM88E,6196
FAM88F,6197
FAM89A,6198
FAM89B,6199
FAM90A1,6200
